Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Order Month,Order Year
US-2023-101089,2023-07-16,2023-07-20,First Class,Robert Davis,Corporate,United States,Tennessee,South,Office Supplies,Storage,54.54,2,0.1,3.03,0.05555555555555555,2023-07,2023
US-2024-101090,2024-02-16,2024-02-21,First Class,Susan Rodriguez,Consumer,United States,New York,East,Office Supplies,Appliances,41.22,2,0.15,3.67,0.08903444929645803,2024-02,2024
US-2023-101091,2023-12-26,2023-12-28,Second Class,Karen Miller,Home Office,United States,Georgia,South,Office Supplies,Art,25.24,1,0.15,2.85,0.11291600633914423,2023-12,2023
US-2022-101092,2022-06-25,2022-06-28,Standard Class,Elizabeth Moore,Consumer,United States,North Carolina,South,Office Supplies,Storage,96.62,6,0.1,10.34,0.10701718070792796,2022-06,2022
US-2024-101093,2024-06-07,2024-06-09,First Class,Thomas Jackson,Home Office,United States,Michigan,Central,Furniture,Chairs,615.2,4,0.2,-13.31,-0.02163524057217165,2024-06,2024
US-2023-101094,2023-12-11,2023-12-18,Standard Class,William Williams,Consumer,United States,Oregon,West,Furniture,Chairs,797.74,9,0.1,47.26,0.05924235966605661,2023-12,2023
US-2023-101095,2023-08-07,2023-08-08,First Class,Charles Moore,Consumer,United States,Ohio,Central,Technology,Phones,563.39,5,0.1,93.28,0.16556914393226718,2023-08,2023
US-2022-101096,2022-09-23,2022-09-30,First Class,Thomas Williams,Home Office,United States,California,West,Office Supplies,Art,132.14,7,0.15,19.11,0.14461934312093236,2022-09,2022
US-2024-101097,2024-08-24,2024-08-29,Standard Class,Barbara Gonzalez,Consumer,United States,Washington,West,Furniture,Tables,8.8,4,0.15,-0.22,-0.024999999999999998,2024-08,2024
US-2022-101098,2022-02-03,2022-02-07,Standard Class,James Martin,Consumer,United States,Wisconsin,Central,Technology,Accessories,496.66,3,0.15,1.3,0.0026174847984536706,2022-02,2022
US-2024-101099,2024-04-29,2024-05-03,First Class,David Davis,Corporate,United States,Georgia,South,Office Supplies,Paper,118.86,8,0.0,28.24,0.237590442537439,2024-04,2024
US-2022-101100,2022-06-25,2022-06-26,Standard Class,Robert Martinez,Consumer,United States,New York,East,Furniture,Tables,269.22,9,0.1,4.25,0.015786345739543867,2022-06,2022
US-2023-101101,2023-01-31,2023-02-07,Standard Class,Charles Anderson,Consumer,United States,Texas,Central,Technology,Copiers,174.68,1,0.15,12.14,0.06949851156400275,2023-01,2023
US-2023-101102,2023-01-24,2023-01-28,Standard Class,James Williams,Corporate,United States,Illinois,Central,Technology,Machines,577.08,6,0.2,-20.67,-0.03581825743397796,2023-01,2023
US-2024-101103,2024-09-04,2024-09-11,Second Class,Linda Martin,Corporate,United States,Texas,Central,Office Supplies,Binders,188.42,9,0.1,19.09,0.10131620847043839,2024-09,2024
US-2023-101104,2023-03-10,2023-03-11,Standard Class,Jessica Brown,Consumer,United States,Oregon,West,Office Supplies,Supplies,103.61,7,0.0,22.65,0.21860824244764018,2023-03,2023
US-2024-101105,2024-08-02,2024-08-08,Standard Class,James Martin,Home Office,United States,New York,East,Furniture,Furnishings,262.6,3,0.0,19.63,0.07475247524752474,2024-08,2024
US-2024-101106,2024-03-10,2024-03-14,Second Class,Susan Wilson,Consumer,United States,Ohio,Central,Furniture,Tables,513.97,5,0.1,22.92,0.044594042453839716,2024-03,2024
US-2024-101107,2024-03-30,2024-04-04,Standard Class,William Hernandez,Corporate,United States,Georgia,South,Office Supplies,Paper,37.34,2,0.2,1.77,0.04740224959828602,2024-03,2024
US-2022-101108,2022-02-21,2022-02-23,First Class,Linda Taylor,Home Office,United States,Illinois,Central,Furniture,Bookcases,319.02,7,0.1,1.44,0.00451382358472823,2022-02,2022
US-2024-101109,2024-02-07,2024-02-11,First Class,Linda Jackson,Consumer,United States,Washington,West,Office Supplies,Labels,29.63,2,0.0,6.89,0.23253459331758353,2024-02,2024
US-2023-101110,2023-01-13,2023-01-19,Standard Class,David Wilson,Home Office,United States,New Jersey,East,Technology,Accessories,71.1,1,0.0,11.55,0.16244725738396626,2023-01,2023
US-2023-101111,2023-03-22,2023-03-23,Standard Class,Linda Martin,Consumer,United States,Illinois,Central,Technology,Copiers,1396.31,9,0.0,172.03,0.12320330012676269,2023-03,2023
US-2022-101112,2022-01-24,2022-01-30,Second Class,Charles Rodriguez,Home Office,United States,New York,East,Office Supplies,Labels,186.17,8,0.2,29.12,0.15641617876134717,2022-01,2022
US-2023-101113,2023-08-24,2023-08-29,Second Class,Jennifer Taylor,Consumer,United States,Texas,Central,Office Supplies,Supplies,112.89,8,0.1,11.0,0.09743998582691116,2023-08,2023
US-2023-101114,2023-07-12,2023-07-17,First Class,Elizabeth Miller,Corporate,United States,Georgia,South,Furniture,Chairs,661.35,9,0.1,-3.28,-0.0049595524306343085,2023-07,2023
US-2024-101115,2024-09-05,2024-09-11,First Class,Michael Wilson,Consumer,United States,Wisconsin,Central,Furniture,Chairs,506.65,6,0.3,-79.53,-0.1569722688246324,2024-09,2024
US-2024-101116,2024-08-17,2024-08-22,Standard Class,John Martin,Consumer,United States,Michigan,Central,Technology,Copiers,837.6,9,0.1,113.8,0.13586437440305635,2024-08,2024
US-2024-101117,2024-05-20,2024-05-27,Standard Class,Richard Lopez,Consumer,United States,North Carolina,South,Technology,Phones,74.39,1,0.1,8.16,0.10969216292512435,2024-05,2024
US-2023-101118,2023-06-21,2023-06-26,Standard Class,Joseph Thomas,Home Office,United States,Tennessee,South,Office Supplies,Storage,34.07,2,0.4,-0.32,-0.009392427355444672,2023-06,2023
US-2023-101119,2023-03-05,2023-03-10,Second Class,Michael Brown,Consumer,United States,Ohio,Central,Office Supplies,Supplies,79.44,4,0.0,15.95,0.20078046324269888,2023-03,2023
US-2022-101120,2022-05-20,2022-05-23,First Class,Robert Lopez,Corporate,United States,Georgia,South,Furniture,Furnishings,258.83,7,0.0,-27.43,-0.10597689603214466,2022-05,2022
US-2023-101121,2023-02-19,2023-02-25,First Class,Robert Davis,Home Office,United States,Michigan,Central,Furniture,Furnishings,38.44,1,0.2,-3.04,-0.07908428720083246,2023-02,2023
US-2024-101122,2024-08-26,2024-09-01,Standard Class,Patricia Jackson,Corporate,United States,Texas,Central,Technology,Accessories,238.81,7,0.2,-4.03,-0.016875340228633642,2024-08,2024
US-2024-101123,2024-02-22,2024-02-25,Standard Class,David Jackson,Corporate,United States,North Carolina,South,Office Supplies,Storage,53.77,7,0.1,7.94,0.1476659847498605,2024-02,2024
US-2024-101124,2024-08-23,2024-08-29,First Class,Jennifer Anderson,Home Office,United States,Michigan,Central,Technology,Machines,1367.66,7,0.2,23.85,0.01743854466753433,2024-08,2024
US-2023-101125,2023-09-27,2023-10-04,Standard Class,Charles Thomas,Corporate,United States,Washington,West,Office Supplies,Envelopes,40.45,8,0.3,-0.42,-0.0103831891223733,2023-09,2023
US-2022-101126,2022-11-25,2022-11-26,First Class,Jennifer Miller,Consumer,United States,Arizona,West,Technology,Copiers,751.53,7,0.15,10.21,0.013585618671243997,2022-11,2022
US-2022-101127,2022-03-02,2022-03-05,Standard Class,Patricia Taylor,Consumer,United States,Nevada,West,Furniture,Chairs,207.31,3,0.0,-0.36,-0.0017365298345472962,2022-03,2022
US-2023-101128,2023-02-19,2023-02-21,Standard Class,Michael Williams,Consumer,United States,Wisconsin,Central,Furniture,Bookcases,188.89,6,0.0,6.05,0.03202922335750966,2023-02,2023
US-2024-101129,2024-01-27,2024-02-03,Standard Class,Jessica Brown,Consumer,United States,Georgia,South,Office Supplies,Envelopes,30.22,4,0.0,3.84,0.1270681667769689,2024-01,2024
US-2024-101130,2024-01-23,2024-01-25,Standard Class,Charles Jackson,Corporate,United States,North Carolina,South,Office Supplies,Paper,105.82,6,0.0,24.65,0.23294273294273293,2024-01,2024
US-2023-101131,2023-03-22,2023-03-27,First Class,William Davis,Consumer,United States,North Carolina,South,Technology,Machines,206.3,7,0.15,0.95,0.004604944255937954,2023-03,2023
US-2023-101132,2023-03-09,2023-03-15,First Class,Barbara Gonzalez,Corporate,United States,Ohio,Central,Furniture,Tables,397.57,8,0.15,-38.34,-0.09643584777523456,2023-03,2023
US-2022-101133,2022-03-03,2022-03-06,Second Class,Elizabeth Moore,Consumer,United States,Pennsylvania,East,Office Supplies,Envelopes,16.6,1,0.0,3.57,0.2150602409638554,2022-03,2022
US-2023-101134,2023-03-19,2023-03-26,Standard Class,Sarah Garcia,Consumer,United States,California,West,Office Supplies,Appliances,104.82,7,0.15,15.67,0.14949437130318644,2023-03,2023
US-2022-101135,2022-07-03,2022-07-04,Same Day,Richard Thomas,Corporate,United States,Florida,South,Office Supplies,Binders,46.22,9,0.0,10.26,0.22198182604932928,2022-07,2022
US-2024-101136,2024-06-25,2024-06-28,Second Class,Elizabeth Smith,Consumer,United States,Virginia,East,Technology,Machines,514.57,5,0.0,80.13,0.1557222535320753,2024-06,2024
US-2023-101137,2023-12-24,2023-12-25,Standard Class,David Miller,Corporate,United States,New Jersey,East,Furniture,Furnishings,207.36,3,0.0,11.82,0.05700231481481481,2023-12,2023
US-2024-101138,2024-06-24,2024-06-26,Second Class,Charles Brown,Home Office,United States,Georgia,South,Furniture,Tables,413.62,8,0.0,39.05,0.09441032832068082,2024-06,2024
US-2024-101139,2024-04-09,2024-04-10,Second Class,Barbara Brown,Home Office,United States,Oregon,West,Office Supplies,Storage,5.05,1,0.2,0.4,0.07920792079207921,2024-04,2024
US-2023-101140,2023-05-24,2023-05-30,Standard Class,Karen Moore,Corporate,United States,Tennessee,South,Office Supplies,Binders,34.66,4,0.3,1.27,0.03664166185804963,2023-05,2023
US-2022-101141,2022-11-17,2022-11-20,Standard Class,Sarah Jones,Consumer,United States,Pennsylvania,East,Furniture,Tables,259.73,3,0.0,30.94,0.11912370538636276,2022-11,2022
US-2023-101142,2023-10-10,2023-10-12,Standard Class,Patricia Garcia,Consumer,United States,Alabama,South,Office Supplies,Binders,72.05,6,0.0,14.74,0.20458015267175575,2023-10,2023
US-2022-101143,2022-12-25,2022-12-26,Standard Class,John Wilson,Corporate,United States,Wisconsin,Central,Furniture,Furnishings,345.25,4,0.15,-47.25,-0.13685734974656047,2022-12,2022
US-2022-101144,2022-03-21,2022-03-24,Standard Class,Jessica Gonzalez,Consumer,United States,Alabama,South,Office Supplies,Binders,52.93,2,0.3,0.13,0.0024560740600793503,2022-03,2022
US-2024-101145,2024-02-08,2024-02-12,Second Class,William Brown,Corporate,United States,Georgia,South,Furniture,Furnishings,242.66,2,0.0,-0.1,-0.0004120992334954257,2024-02,2024
US-2022-101146,2022-02-24,2022-03-03,First Class,Mary Davis,Consumer,United States,New York,East,Technology,Machines,1956.58,8,0.15,176.24,0.0900755399728097,2022-02,2022
US-2023-101147,2023-08-05,2023-08-09,Standard Class,Mary Taylor,Consumer,United States,Texas,Central,Furniture,Tables,177.65,4,0.1,14.55,0.08190261750633268,2023-08,2023
US-2024-101148,2024-02-20,2024-02-23,Standard Class,Patricia Taylor,Consumer,United States,North Carolina,South,Office Supplies,Appliances,14.42,3,0.1,2.12,0.14701803051317616,2024-02,2024
US-2023-101149,2023-12-10,2023-12-17,Second Class,John Smith,Corporate,United States,California,West,Office Supplies,Binders,80.69,5,0.0,15.4,0.19085388523980668,2023-12,2023
US-2022-101150,2022-11-16,2022-11-22,Standard Class,Patricia Jackson,Consumer,United States,New York,East,Furniture,Chairs,377.44,3,0.0,7.97,0.02111593895718525,2022-11,2022
US-2024-101151,2024-01-25,2024-01-26,Standard Class,John Moore,Home Office,United States,Pennsylvania,East,Office Supplies,Envelopes,45.53,3,0.0,12.58,0.2763013397759719,2024-01,2024
US-2022-101152,2022-08-17,2022-08-20,Standard Class,Robert Garcia,Corporate,United States,Tennessee,South,Office Supplies,Art,62.52,8,0.0,13.7,0.21912987843889953,2022-08,2022
US-2022-101153,2022-10-20,2022-10-25,First Class,Linda Taylor,Corporate,United States,Alabama,South,Office Supplies,Supplies,23.82,3,0.4,-0.29,-0.012174643157010914,2022-10,2022
US-2022-101154,2022-01-11,2022-01-13,Standard Class,Charles Williams,Consumer,United States,Washington,West,Technology,Machines,459.39,3,0.15,0.87,0.0018938157121400118,2022-01,2022
US-2022-101155,2022-07-06,2022-07-11,First Class,Thomas Johnson,Consumer,United States,New York,East,Furniture,Chairs,814.96,8,0.0,38.2,0.04687346618238932,2022-07,2022
US-2022-101156,2022-02-14,2022-02-17,Standard Class,Sarah Williams,Consumer,United States,Pennsylvania,East,Office Supplies,Envelopes,223.83,8,0.15,24.01,0.10726890944020015,2022-02,2022
US-2023-101157,2023-06-14,2023-06-18,Standard Class,William Williams,Consumer,United States,Oregon,West,Office Supplies,Appliances,83.11,5,0.15,9.41,0.11322343881602695,2023-06,2023
US-2024-101158,2024-01-07,2024-01-09,Standard Class,Jennifer Taylor,Consumer,United States,Nevada,West,Office Supplies,Appliances,13.48,1,0.4,-1.12,-0.08308605341246292,2024-01,2024
US-2024-101159,2024-04-22,2024-04-26,Standard Class,Thomas Miller,Home Office,United States,New York,East,Furniture,Chairs,662.92,5,0.0,83.28,0.12562601822240996,2024-04,2024
US-2024-101160,2024-07-12,2024-07-16,Standard Class,Karen Miller,Consumer,United States,Pennsylvania,East,Office Supplies,Paper,39.97,2,0.15,5.17,0.12934701025769327,2024-07,2024
US-2024-101161,2024-03-27,2024-03-28,Second Class,William Smith,Consumer,United States,Washington,West,Furniture,Tables,214.98,2,0.15,-14.02,-0.06521536887152293,2024-03,2024
US-2022-101162,2022-11-30,2022-12-06,Standard Class,Thomas Williams,Consumer,United States,Oregon,West,Office Supplies,Binders,52.85,3,0.2,2.53,0.04787133396404919,2022-11,2022
US-2024-101163,2024-03-30,2024-04-06,Same Day,David Williams,Corporate,United States,Nevada,West,Office Supplies,Paper,127.16,5,0.2,5.83,0.045847750865051905,2024-03,2024
US-2022-101164,2022-06-22,2022-06-29,Standard Class,Mary Martin,Consumer,United States,North Carolina,South,Furniture,Chairs,372.29,6,0.15,-40.56,-0.10894732600929383,2022-06,2022
US-2022-101165,2022-07-02,2022-07-06,Same Day,Richard Lopez,Corporate,United States,New York,East,Technology,Accessories,31.39,1,0.1,-0.0,-0.0,2022-07,2022
US-2022-101166,2022-05-01,2022-05-07,Standard Class,Sarah Taylor,Consumer,United States,Florida,South,Office Supplies,Supplies,26.1,1,0.2,1.25,0.047892720306513405,2022-05,2022
US-2022-101167,2022-05-31,2022-06-06,First Class,Michael Williams,Home Office,United States,Florida,South,Office Supplies,Appliances,61.41,3,0.0,8.76,0.142647777234978,2022-05,2022
US-2022-101168,2022-09-25,2022-10-01,Standard Class,Susan Williams,Corporate,United States,Washington,West,Office Supplies,Labels,20.53,1,0.0,3.41,0.16609839259620068,2022-09,2022
US-2024-101169,2024-02-19,2024-02-22,First Class,Linda Martinez,Consumer,United States,Illinois,Central,Technology,Phones,174.74,3,0.0,17.12,0.09797413299759643,2024-02,2024
US-2023-101170,2023-10-15,2023-10-20,First Class,John Miller,Consumer,United States,New Jersey,East,Office Supplies,Storage,36.42,3,0.1,2.27,0.062328390993959364,2023-10,2023
US-2022-101171,2022-09-14,2022-09-15,First Class,Joseph Thomas,Corporate,United States,Arizona,West,Furniture,Bookcases,444.51,4,0.3,-64.49,-0.14508110053767068,2022-09,2022
US-2023-101172,2023-11-30,2023-12-05,Standard Class,Mary Wilson,Consumer,United States,Nevada,West,Furniture,Tables,214.5,3,0.4,-54.56,-0.25435897435897437,2023-11,2023
US-2024-101173,2024-09-02,2024-09-04,Standard Class,Karen Williams,Consumer,United States,Ohio,Central,Furniture,Bookcases,198.18,4,0.0,-12.59,-0.06352810576243818,2024-09,2024
US-2023-101174,2023-04-16,2023-04-22,Standard Class,Elizabeth Williams,Consumer,United States,North Carolina,South,Office Supplies,Supplies,90.79,6,0.0,10.1,0.11124573190880052,2023-04,2023
US-2024-101175,2024-07-12,2024-07-17,Standard Class,Elizabeth Williams,Consumer,United States,Tennessee,South,Technology,Copiers,280.1,2,0.1,11.36,0.04055694394858978,2024-07,2024
US-2022-101176,2022-02-24,2022-03-03,Standard Class,Michael Rodriguez,Corporate,United States,Michigan,Central,Office Supplies,Paper,94.73,8,0.3,5.8,0.06122664414652169,2022-02,2022
US-2024-101177,2024-02-10,2024-02-11,Standard Class,Sarah Johnson,Consumer,United States,Michigan,Central,Office Supplies,Labels,8.94,2,0.0,0.59,0.06599552572706935,2024-02,2024
US-2024-101178,2024-04-22,2024-04-27,Second Class,Susan Williams,Consumer,United States,Ohio,Central,Technology,Phones,130.26,1,0.2,11.03,0.08467680024566253,2024-04,2024
US-2023-101179,2023-01-19,2023-01-20,Standard Class,Sarah Johnson,Consumer,United States,Illinois,Central,Office Supplies,Binders,17.17,1,0.0,3.97,0.23121723937099592,2023-01,2023
US-2023-101180,2023-08-16,2023-08-19,Standard Class,James Wilson,Consumer,United States,Arizona,West,Office Supplies,Supplies,78.56,8,0.1,10.31,0.13123727087576376,2023-08,2023
US-2024-101181,2024-01-20,2024-01-25,First Class,Charles Rodriguez,Consumer,United States,Nevada,West,Office Supplies,Paper,13.56,2,0.0,2.76,0.20353982300884954,2024-01,2024
US-2023-101182,2023-10-27,2023-10-31,Standard Class,William Smith,Home Office,United States,Illinois,Central,Office Supplies,Appliances,50.55,5,0.2,-0.35,-0.006923837784371909,2023-10,2023
US-2024-101183,2024-09-11,2024-09-12,Second Class,Sarah Lopez,Consumer,United States,Alabama,South,Office Supplies,Storage,123.23,8,0.0,23.43,0.1901322729854743,2024-09,2024
US-2023-101184,2023-04-22,2023-04-28,Standard Class,Susan Johnson,Consumer,United States,Georgia,South,Office Supplies,Binders,23.37,7,0.2,1.45,0.06204535729567821,2023-04,2023
US-2022-101185,2022-03-09,2022-03-12,Standard Class,Elizabeth Smith,Corporate,United States,Alabama,South,Office Supplies,Appliances,110.12,8,0.0,20.37,0.1849800217944061,2022-03,2022
US-2022-101186,2022-12-04,2022-12-07,Standard Class,Linda Lopez,Corporate,United States,Virginia,East,Furniture,Tables,147.72,2,0.0,0.36,0.002437043054427295,2022-12,2022
US-2023-101187,2023-03-13,2023-03-15,Standard Class,Susan Johnson,Consumer,United States,California,West,Office Supplies,Storage,88.09,9,0.15,3.18,0.0360994437507095,2023-03,2023
US-2023-101188,2023-05-26,2023-05-28,Second Class,Linda Taylor,Consumer,United States,Florida,South,Office Supplies,Paper,42.78,7,0.3,-2.0,-0.04675081813931744,2023-05,2023
US-2022-101189,2022-07-24,2022-07-26,Standard Class,Patricia Brown,Corporate,United States,New York,East,Office Supplies,Labels,98.27,4,0.0,20.16,0.20514907906787425,2022-07,2022
US-2022-101190,2022-08-02,2022-08-04,Same Day,Patricia Garcia,Consumer,United States,North Carolina,South,Office Supplies,Storage,124.03,6,0.15,12.04,0.09707328872047084,2022-08,2022
US-2022-101191,2022-06-18,2022-06-24,Second Class,Linda Lopez,Consumer,United States,Florida,South,Office Supplies,Binders,54.92,7,0.3,-2.83,-0.05152949745083758,2022-06,2022
US-2024-101192,2024-02-16,2024-02-20,Standard Class,Robert Davis,Consumer,United States,Massachusetts,East,Office Supplies,Envelopes,7.28,1,0.0,1.7,0.2335164835164835,2024-02,2024
US-2024-101193,2024-05-14,2024-05-21,Second Class,William Jones,Corporate,United States,Arizona,West,Technology,Copiers,9.6,2,0.0,1.21,0.12604166666666666,2024-05,2024
US-2022-101194,2022-07-19,2022-07-24,Standard Class,Richard Johnson,Home Office,United States,Illinois,Central,Office Supplies,Art,54.76,3,0.2,5.2,0.09495982468955443,2022-07,2022
US-2024-101195,2024-02-23,2024-02-25,Standard Class,Linda Taylor,Consumer,United States,Tennessee,South,Technology,Copiers,1954.54,9,0.1,104.81,0.05362387057824348,2024-02,2024
US-2022-101196,2022-02-24,2022-03-03,Standard Class,Mary Johnson,Corporate,United States,Alabama,South,Office Supplies,Supplies,9.96,1,0.2,0.95,0.09538152610441766,2022-02,2022
US-2022-101197,2022-01-31,2022-02-04,Standard Class,Karen Martin,Corporate,United States,Michigan,Central,Furniture,Tables,674.75,5,0.0,12.62,0.01870322341608003,2022-01,2022
US-2024-101198,2024-05-07,2024-05-13,First Class,Charles Jackson,Corporate,United States,Nevada,West,Furniture,Chairs,80.16,4,0.0,-0.47,-0.005863273453093812,2024-05,2024
US-2024-101199,2024-04-05,2024-04-12,Standard Class,Susan Martinez,Consumer,United States,California,West,Office Supplies,Labels,53.86,4,0.3,-0.64,-0.01188265874489417,2024-04,2024
US-2022-101200,2022-04-25,2022-05-01,Same Day,Charles Brown,Consumer,United States,Ohio,Central,Technology,Accessories,953.09,6,0.15,49.86,0.05231405218814592,2022-04,2022
US-2024-101201,2024-07-11,2024-07-15,Second Class,Patricia Thomas,Corporate,United States,Washington,West,Office Supplies,Labels,77.42,5,0.4,-1.5,-0.01937483854301214,2024-07,2024
US-2023-101202,2023-01-13,2023-01-15,Standard Class,Barbara Brown,Consumer,United States,Texas,Central,Office Supplies,Paper,87.81,5,0.15,4.3,0.04896936567589113,2023-01,2023
US-2024-101203,2024-02-05,2024-02-06,Standard Class,Charles Thomas,Corporate,United States,Massachusetts,East,Technology,Copiers,225.63,1,0.15,8.9,0.03944510924965652,2024-02,2024
US-2022-101204,2022-07-08,2022-07-12,Second Class,David Jackson,Consumer,United States,Illinois,Central,Technology,Accessories,933.65,7,0.15,64.86,0.0694692872061265,2022-07,2022
US-2023-101205,2023-04-27,2023-04-30,Second Class,Thomas Williams,Corporate,United States,Texas,Central,Furniture,Chairs,500.85,5,0.2,-1.67,-0.0033343316362184285,2023-04,2023
US-2022-101206,2022-07-17,2022-07-23,Same Day,Susan Rodriguez,Corporate,United States,Ohio,Central,Office Supplies,Paper,191.02,8,0.1,32.56,0.1704533556695634,2022-07,2022
US-2024-101207,2024-06-30,2024-07-01,Second Class,Patricia Martin,Corporate,United States,Washington,West,Office Supplies,Paper,168.92,9,0.0,28.66,0.16966611413686955,2024-06,2024
US-2022-101208,2022-07-01,2022-07-08,Second Class,Linda Martinez,Consumer,United States,Illinois,Central,Office Supplies,Paper,36.84,3,0.0,5.51,0.14956568946796958,2022-07,2022
US-2024-101209,2024-06-12,2024-06-19,Second Class,James Jackson,Corporate,United States,Nevada,West,Office Supplies,Storage,19.06,1,0.3,0.72,0.03777544596012592,2024-06,2024
US-2024-101210,2024-02-09,2024-02-12,Standard Class,Sarah Lopez,Home Office,United States,Oregon,West,Office Supplies,Storage,90.55,5,0.0,16.33,0.18034235229155163,2024-02,2024
US-2024-101211,2024-03-10,2024-03-12,Same Day,John Smith,Home Office,United States,California,West,Office Supplies,Art,12.02,4,0.1,2.28,0.1896838602329451,2024-03,2024
US-2023-101212,2023-08-03,2023-08-09,Standard Class,Jessica Miller,Corporate,United States,Tennessee,South,Office Supplies,Paper,35.73,4,0.0,4.46,0.12482507696613492,2023-08,2023
US-2023-101213,2023-05-24,2023-05-27,Second Class,Richard Thomas,Home Office,United States,Michigan,Central,Office Supplies,Appliances,84.76,9,0.0,9.3,0.1097215667767815,2023-05,2023
US-2022-101214,2022-11-11,2022-11-18,Standard Class,David Wilson,Consumer,United States,Oregon,West,Technology,Phones,1033.28,4,0.0,146.04,0.1413363270362341,2022-11,2022
US-2024-101215,2024-09-07,2024-09-08,Same Day,Richard Williams,Consumer,United States,Washington,West,Technology,Machines,211.07,7,0.0,24.36,0.11541194864263041,2024-09,2024
US-2022-101216,2022-10-08,2022-10-15,Standard Class,Mary Thomas,Home Office,United States,Michigan,Central,Office Supplies,Binders,21.87,3,0.15,1.24,0.0566986739826246,2022-10,2022
US-2022-101217,2022-07-19,2022-07-21,Same Day,Thomas Jackson,Consumer,United States,Texas,Central,Technology,Phones,729.19,4,0.2,15.47,0.02121532110972449,2022-07,2022
US-2024-101218,2024-01-03,2024-01-10,Second Class,Karen Jones,Home Office,United States,Ohio,Central,Office Supplies,Supplies,41.6,7,0.0,6.75,0.1622596153846154,2024-01,2024
US-2023-101219,2023-08-12,2023-08-13,Same Day,James Jackson,Consumer,United States,Michigan,Central,Office Supplies,Storage,78.4,5,0.15,6.77,0.08635204081632653,2023-08,2023
US-2023-101220,2023-03-31,2023-04-03,Standard Class,Jennifer Taylor,Corporate,United States,Alabama,South,Office Supplies,Paper,18.02,3,0.0,3.33,0.18479467258601553,2023-03,2023
US-2024-101221,2024-06-22,2024-06-26,First Class,Susan Thomas,Consumer,United States,Oregon,West,Technology,Copiers,501.89,4,0.2,1.17,0.0023311881089481757,2024-06,2024
US-2024-101222,2024-01-24,2024-01-30,Standard Class,Patricia Taylor,Consumer,United States,New Jersey,East,Furniture,Bookcases,262.79,3,0.0,5.5,0.02092925910422771,2024-01,2024
US-2023-101223,2023-10-10,2023-10-17,Standard Class,Richard Davis,Consumer,United States,Wisconsin,Central,Office Supplies,Storage,30.71,1,0.0,4.3,0.14001953760989905,2023-10,2023
US-2022-101224,2022-08-22,2022-08-27,Standard Class,Linda Taylor,Home Office,United States,Wisconsin,Central,Office Supplies,Art,35.0,5,0.0,7.22,0.20628571428571427,2022-08,2022
US-2023-101225,2023-11-13,2023-11-15,Standard Class,Karen Williams,Consumer,United States,Virginia,East,Technology,Machines,1446.97,5,0.0,209.74,0.1449511738322149,2023-11,2023
US-2023-101226,2023-06-03,2023-06-08,Standard Class,John Wilson,Home Office,United States,Arizona,West,Office Supplies,Supplies,47.53,4,0.5,-8.05,-0.16936671575846834,2023-06,2023
US-2023-101227,2023-10-31,2023-11-07,Standard Class,Elizabeth Jones,Home Office,United States,New York,East,Office Supplies,Storage,40.25,3,0.0,7.08,0.1759006211180124,2023-10,2023
US-2022-101228,2022-08-06,2022-08-13,Second Class,Michael Williams,Home Office,United States,Virginia,East,Office Supplies,Supplies,76.41,3,0.0,14.3,0.18714827902107056,2022-08,2022
US-2024-101229,2024-08-31,2024-09-04,Standard Class,James Williams,Home Office,United States,Illinois,Central,Office Supplies,Envelopes,84.72,6,0.2,5.86,0.06916902738432484,2024-08,2024
US-2023-101230,2023-12-24,2023-12-31,Standard Class,Linda Garcia,Corporate,United States,Oregon,West,Office Supplies,Paper,128.89,6,0.2,2.6,0.020172239894483673,2023-12,2023
US-2023-101231,2023-09-04,2023-09-08,Standard Class,Jessica Lopez,Home Office,United States,New Jersey,East,Office Supplies,Labels,81.38,6,0.0,18.94,0.23273531580240847,2023-09,2023
US-2024-101232,2024-06-27,2024-07-04,Second Class,Joseph Miller,Consumer,United States,North Carolina,South,Office Supplies,Storage,59.79,4,0.0,14.74,0.24652951998661984,2024-06,2024
US-2023-101233,2023-10-29,2023-11-05,Standard Class,Jessica Brown,Consumer,United States,Georgia,South,Furniture,Chairs,109.79,1,0.2,-10.9,-0.09928044448492576,2023-10,2023
US-2023-101234,2023-03-06,2023-03-08,First Class,Mary Thomas,Corporate,United States,New Jersey,East,Technology,Machines,1188.58,9,0.1,97.17,0.08175301620421008,2023-03,2023
US-2022-101235,2022-05-22,2022-05-27,Standard Class,David Taylor,Consumer,United States,Arizona,West,Technology,Phones,226.75,7,0.15,6.84,0.03016538037486218,2022-05,2022
US-2023-101236,2023-01-26,2023-01-31,Standard Class,Robert Johnson,Consumer,United States,Washington,West,Office Supplies,Art,32.02,4,0.3,-1.86,-0.05808869456589631,2023-01,2023
US-2024-101237,2024-09-10,2024-09-15,Standard Class,Jennifer Hernandez,Consumer,United States,Oregon,West,Office Supplies,Labels,26.68,1,0.0,5.25,0.19677661169415292,2024-09,2024
US-2023-101238,2023-09-24,2023-10-01,Standard Class,James Thomas,Corporate,United States,Ohio,Central,Furniture,Tables,241.37,3,0.2,-14.58,-0.060405187057215065,2023-09,2023
